type,code,description,exclude,
SNOMED CT,315005000,Metastasis from malignant tumor of bronchus (disorder),0,"    ('SNOMED CT', '315005000', 'Metastasis from malignant tumor of bronchus (disorder)', '0'),"
SNOMED CT,315006004,Metastasis from malignant tumor of lung (disorder),0,"    ('SNOMED CT', '315006004', 'Metastasis from malignant tumor of lung (disorder)', '0'),"
SNOMED CT,315007008,Metastasis from malignant tumor of thyroid (disorder),0,"    ('SNOMED CT', '315007008', 'Metastasis from malignant tumor of thyroid (disorder)', '0'),"
SNOMED CT,315008003,Metastasis from malignant tumor of buccal cavity (disorder),0,"    ('SNOMED CT', '315008003', 'Metastasis from malignant tumor of buccal cavity (disorder)', '0'),"
SNOMED CT,315009006,Metastasis from malignant tumor of tongue (disorder),0,"    ('SNOMED CT', '315009006', 'Metastasis from malignant tumor of tongue (disorder)', '0'),"
SNOMED CT,315058005,Hereditary nonpolyposis colon cancer,0,"    ('SNOMED CT', '315058005', 'Hereditary nonpolyposis colon cancer', '0'),"
SNOMED CT,315601005,Ambulatory chemotherapy (procedure),0,"    ('SNOMED CT', '315601005', 'Ambulatory chemotherapy (procedure)', '0'),"
SNOMED CT,326072005,Carcinoma of head of pancreas (disorder),0,"    ('SNOMED CT', '326072005', 'Carcinoma of head of pancreas (disorder)', '0'),"
SNOMED CT,359631009,"Acute myeloid leukemia, minimal differentiation, FAB M0 (disorder)",0,"    ('SNOMED CT', '359631009', 'Acute myeloid leukemia, minimal differentiation, FAB M0 (disorder)', '0'),"
SNOMED CT,359785002,Metastatic malignant neoplasm to dome of urinary bladder (disorder),0,"    ('SNOMED CT', '359785002', 'Metastatic malignant neoplasm to dome of urinary bladder (disorder)', '0'),"
SNOMED CT,359987004,Krukenberg tumor (disorder),0,"    ('SNOMED CT', '359987004', 'Krukenberg tumor (disorder)', '0'),"
SNOMED CT,363346000,Malignant tumour,0,"    ('SNOMED CT', '363346000', 'Malignant tumour', '0'),"
SNOMED CT,363348004,Malignant tumour of lip,0,"    ('SNOMED CT', '363348004', 'Malignant tumour of lip', '0'),"
SNOMED CT,363349007,Malignant tumor of stomach,0,"    ('SNOMED CT', '363349007', 'Malignant tumor of stomach', '0'),"
SNOMED CT,363350007,Malignant tumour of caecum,0,"    ('SNOMED CT', '363350007', 'Malignant tumour of caecum', '0'),"
SNOMED CT,363351006,Malignant tumor of rectum,0,"    ('SNOMED CT', '363351006', 'Malignant tumor of rectum', '0'),"
SNOMED CT,363352004,Malignant tumour of anal canal,0,"    ('SNOMED CT', '363352004', 'Malignant tumour of anal canal', '0'),"
SNOMED CT,363353009,Malignant tumor of gallbladder,0,"    ('SNOMED CT', '363353009', 'Malignant tumor of gallbladder', '0'),"
SNOMED CT,363354003,Malignant tumour of cervix,0,"    ('SNOMED CT', '363354003', 'Malignant tumour of cervix', '0'),"
SNOMED CT,363355002,Malignant tumor of adrenal gland,0,"    ('SNOMED CT', '363355002', 'Malignant tumor of adrenal gland', '0'),"
SNOMED CT,363357005,Malignant tumor of ill-defined site (disorder),0,"    ('SNOMED CT', '363357005', 'Malignant tumor of ill-defined site (disorder)', '0'),"
SNOMED CT,363358000,Malignant tumor of lung,0,"    ('SNOMED CT', '363358000', 'Malignant tumor of lung', '0'),"
SNOMED CT,363359008,Malignant tumor of middle ear (disorder),0,"    ('SNOMED CT', '363359008', 'Malignant tumor of middle ear (disorder)', '0'),"
SNOMED CT,363360003,Malignant tumor of anterior two-thirds of tongue,0,"    ('SNOMED CT', '363360003', 'Malignant tumor of anterior two-thirds of tongue', '0'),"
SNOMED CT,363363001,Malignant tumor of soft tissue of shoulder (disorder),0,"    ('SNOMED CT', '363363001', 'Malignant tumor of soft tissue of shoulder (disorder)', '0'),"
SNOMED CT,363364007,Malignant tumor of soft tissue of hip (disorder),0,"    ('SNOMED CT', '363364007', 'Malignant tumor of soft tissue of hip (disorder)', '0'),"
SNOMED CT,363365008,Malignant tumor of soft tissue of thorax,0,"    ('SNOMED CT', '363365008', 'Malignant tumor of soft tissue of thorax', '0'),"
SNOMED CT,363366009,Malignant tumour of soft tissue of pelvis,0,"    ('SNOMED CT', '363366009', 'Malignant tumour of soft tissue of pelvis', '0'),"
SNOMED CT,363367000,Malignant tumor of vulva,0,"    ('SNOMED CT', '363367000', 'Malignant tumor of vulva', '0'),"
SNOMED CT,363368005,Carcinoma of body of pancreas (disorder),0,"    ('SNOMED CT', '363368005', 'Carcinoma of body of pancreas (disorder)', '0'),"
SNOMED CT,363369002,Carcinoma of tail of pancreas (disorder),0,"    ('SNOMED CT', '363369002', 'Carcinoma of tail of pancreas (disorder)', '0'),"
SNOMED CT,363370001,Malignant neoplasm of mesentery,0,"    ('SNOMED CT', '363370001', 'Malignant neoplasm of mesentery', '0'),"
SNOMED CT,363372009,Malignant tumor of vermilion border of upper lip,0,"    ('SNOMED CT', '363372009', 'Malignant tumor of vermilion border of upper lip', '0'),"
SNOMED CT,363373004,Malignant tumour of vermilion border of lower lip,0,"    ('SNOMED CT', '363373004', 'Malignant tumour of vermilion border of lower lip', '0'),"
SNOMED CT,363374005,Malignant tumor of commissure of lip,0,"    ('SNOMED CT', '363374005', 'Malignant tumor of commissure of lip', '0'),"
SNOMED CT,363375006,Malignant tumour of tongue,0,"    ('SNOMED CT', '363375006', 'Malignant tumour of tongue', '0'),"
SNOMED CT,363376007,Malignant tumor of base of tongue,0,"    ('SNOMED CT', '363376007', 'Malignant tumor of base of tongue', '0'),"
SNOMED CT,363377003,Malignant tumour of lingual tonsil,0,"    ('SNOMED CT', '363377003', 'Malignant tumour of lingual tonsil', '0'),"
SNOMED CT,363378008,Malignant tumor of major salivary gland,0,"    ('SNOMED CT', '363378008', 'Malignant tumor of major salivary gland', '0'),"
SNOMED CT,363379000,Malignant tumour of parotid gland,0,"    ('SNOMED CT', '363379000', 'Malignant tumour of parotid gland', '0'),"
SNOMED CT,363380002,Malignant tumor of submandibular gland,0,"    ('SNOMED CT', '363380002', 'Malignant tumor of submandibular gland', '0'),"
SNOMED CT,363381003,Malignant tumour of sublingual gland,0,"    ('SNOMED CT', '363381003', 'Malignant tumour of sublingual gland', '0'),"
SNOMED CT,363382005,Malignant tumor of gum,0,"    ('SNOMED CT', '363382005', 'Malignant tumor of gum', '0'),"
SNOMED CT,363383000,Malignant tumour of upper gingiva,0,"    ('SNOMED CT', '363383000', 'Malignant tumour of upper gingiva', '0'),"
SNOMED CT,363384006,Malignant tumour of lower gingiva,0,"    ('SNOMED CT', '363384006', 'Malignant tumour of lower gingiva', '0'),"
SNOMED CT,363385007,Malignant tumor of floor of mouth,0,"    ('SNOMED CT', '363385007', 'Malignant tumor of floor of mouth', '0'),"
SNOMED CT,363386008,Malignant tumour of buccal mucosa,0,"    ('SNOMED CT', '363386008', 'Malignant tumour of buccal mucosa', '0'),"
SNOMED CT,363387004,Malignant tumor of hard palate,0,"    ('SNOMED CT', '363387004', 'Malignant tumor of hard palate', '0'),"
SNOMED CT,363388009,Malignant tumour of soft palate,0,"    ('SNOMED CT', '363388009', 'Malignant tumour of soft palate', '0'),"
SNOMED CT,363389001,Malignant tumor of uvula,0,"    ('SNOMED CT', '363389001', 'Malignant tumor of uvula', '0'),"
SNOMED CT,363390005,Malignant tumour of palate,0,"    ('SNOMED CT', '363390005', 'Malignant tumour of palate', '0'),"
SNOMED CT,363391009,Malignant tumor of retromolar area,0,"    ('SNOMED CT', '363391009', 'Malignant tumor of retromolar area', '0'),"
SNOMED CT,363392002,Malignant tumour of oropharynx,0,"    ('SNOMED CT', '363392002', 'Malignant tumour of oropharynx', '0'),"
SNOMED CT,363393007,Malignant tumor of tonsil,0,"    ('SNOMED CT', '363393007', 'Malignant tumor of tonsil', '0'),"
SNOMED CT,363394001,Malignant tumour of tonsillar fossa,0,"    ('SNOMED CT', '363394001', 'Malignant tumour of tonsillar fossa', '0'),"
SNOMED CT,363395000,Malignant tumor of vallecula,0,"    ('SNOMED CT', '363395000', 'Malignant tumor of vallecula', '0'),"
SNOMED CT,363396004,Malignant tumor of branchial cleft (disorder),0,"    ('SNOMED CT', '363396004', 'Malignant tumor of branchial cleft (disorder)', '0'),"
SNOMED CT,363397008,Malignant tumor of roof of nasopharynx,0,"    ('SNOMED CT', '363397008', 'Malignant tumor of roof of nasopharynx', '0'),"
SNOMED CT,363398003,Malignant tumour of lateral wall of nasopharynx,0,"    ('SNOMED CT', '363398003', 'Malignant tumour of lateral wall of nasopharynx', '0'),"
SNOMED CT,363399006,Malignant tumor of hypopharynx,0,"    ('SNOMED CT', '363399006', 'Malignant tumor of hypopharynx', '0'),"
SNOMED CT,363400004,Malignant tumour of postcricoid region,0,"    ('SNOMED CT', '363400004', 'Malignant tumour of postcricoid region', '0'),"
SNOMED CT,363401000,Malignant tumor of pyriform fossa,0,"    ('SNOMED CT', '363401000', 'Malignant tumor of pyriform fossa', '0'),"
SNOMED CT,363402007,Malignant tumour of oesophagus,0,"    ('SNOMED CT', '363402007', 'Malignant tumour of oesophagus', '0'),"
SNOMED CT,363403002,Malignant tumor of duodenum,0,"    ('SNOMED CT', '363403002', 'Malignant tumor of duodenum', '0'),"
SNOMED CT,363404008,Malignant tumour of jejunum,0,"    ('SNOMED CT', '363404008', 'Malignant tumour of jejunum', '0'),"
SNOMED CT,363405009,Malignant tumor of ileum,0,"    ('SNOMED CT', '363405009', 'Malignant tumor of ileum', '0'),"
SNOMED CT,363406005,Malignant tumour of colon,0,"    ('SNOMED CT', '363406005', 'Malignant tumour of colon', '0'),"
SNOMED CT,363407001,Malignant tumor of hepatic flexure,0,"    ('SNOMED CT', '363407001', 'Malignant tumor of hepatic flexure', '0'),"
SNOMED CT,363408006,Malignant tumour of transverse colon,0,"    ('SNOMED CT', '363408006', 'Malignant tumour of transverse colon', '0'),"
SNOMED CT,363409003,Malignant tumor of descending colon,0,"    ('SNOMED CT', '363409003', 'Malignant tumor of descending colon', '0'),"
SNOMED CT,363410008,Malignant tumour of sigmoid colon,0,"    ('SNOMED CT', '363410008', 'Malignant tumour of sigmoid colon', '0'),"
SNOMED CT,363411007,Malignant tumor of appendix,0,"    ('SNOMED CT', '363411007', 'Malignant tumor of appendix', '0'),"
SNOMED CT,363412000,Malignant tumour of ascending colon,0,"    ('SNOMED CT', '363412000', 'Malignant tumour of ascending colon', '0'),"
SNOMED CT,363413005,Malignant tumor of splenic flexure,0,"    ('SNOMED CT', '363413005', 'Malignant tumor of splenic flexure', '0'),"
SNOMED CT,363414004,Malignant tumour of rectosigmoid junction,0,"    ('SNOMED CT', '363414004', 'Malignant tumour of rectosigmoid junction', '0'),"
SNOMED CT,363415003,Malignant tumor of biliary tract,0,"    ('SNOMED CT', '363415003', 'Malignant tumor of biliary tract', '0'),"
SNOMED CT,363416002,Malignant tumour of extrahepatic bile duct,0,"    ('SNOMED CT', '363416002', 'Malignant tumour of extrahepatic bile duct', '0'),"
SNOMED CT,363417006,Malignant tumor of ampulla of Vater,0,"    ('SNOMED CT', '363417006', 'Malignant tumor of ampulla of Vater', '0'),"
SNOMED CT,363418001,Malignant tumour of pancreas,0,"    ('SNOMED CT', '363418001', 'Malignant tumour of pancreas', '0'),"
SNOMED CT,363419009,Malignant tumor of head of pancreas,0,"    ('SNOMED CT', '363419009', 'Malignant tumor of head of pancreas', '0'),"
SNOMED CT,363420003,Malignant retroperitoneal tumour,0,"    ('SNOMED CT', '363420003', 'Malignant retroperitoneal tumour', '0'),"
SNOMED CT,363421004,Malignant neoplasm of omentum,0,"    ('SNOMED CT', '363421004', 'Malignant neoplasm of omentum', '0'),"
SNOMED CT,363422006,Malignant tumor of nasal cavity,0,"    ('SNOMED CT', '363422006', 'Malignant tumor of nasal cavity', '0'),"
SNOMED CT,363423001,Malignant tumour of nasal septum,0,"    ('SNOMED CT', '363423001', 'Malignant tumour of nasal septum', '0'),"
SNOMED CT,363424007,Malignant tumor of mastoid air cells,0,"    ('SNOMED CT', '363424007', 'Malignant tumor of mastoid air cells', '0'),"
SNOMED CT,363425008,Malignant tumour of maxillary sinus,0,"    ('SNOMED CT', '363425008', 'Malignant tumour of maxillary sinus', '0'),"
SNOMED CT,363426009,Malignant tumor of ethmoid sinus,0,"    ('SNOMED CT', '363426009', 'Malignant tumor of ethmoid sinus', '0'),"
SNOMED CT,363427000,Malignant tumour of frontal sinus,0,"    ('SNOMED CT', '363427000', 'Malignant tumour of frontal sinus', '0'),"
SNOMED CT,363428005,Malignant tumor of sphenoid sinus,0,"    ('SNOMED CT', '363428005', 'Malignant tumor of sphenoid sinus', '0'),"
SNOMED CT,363429002,Malignant tumour of larynx,0,"    ('SNOMED CT', '363429002', 'Malignant tumour of larynx', '0'),"
SNOMED CT,363430007,Malignant tumor of subglottis,0,"    ('SNOMED CT', '363430007', 'Malignant tumor of subglottis', '0'),"
SNOMED CT,363431006,Malignant tumour of laryngeal cartilage,0,"    ('SNOMED CT', '363431006', 'Malignant tumour of laryngeal cartilage', '0'),"
SNOMED CT,363432004,Malignant tumor of trachea,0,"    ('SNOMED CT', '363432004', 'Malignant tumor of trachea', '0'),"
SNOMED CT,363433009,Malignant tumour of pleura,0,"    ('SNOMED CT', '363433009', 'Malignant tumour of pleura', '0'),"
SNOMED CT,363434003,Malignant tumor of thymus,0,"    ('SNOMED CT', '363434003', 'Malignant tumor of thymus', '0'),"
SNOMED CT,363435002,Malignant tumour of heart,0,"    ('SNOMED CT', '363435002', 'Malignant tumour of heart', '0'),"
SNOMED CT,363436001,Malignant tumor of endocardium,0,"    ('SNOMED CT', '363436001', 'Malignant tumor of endocardium', '0'),"
SNOMED CT,363438000,Malignant tumor of vertebral column,0,"    ('SNOMED CT', '363438000', 'Malignant tumor of vertebral column', '0'),"
SNOMED CT,363439008,Malignant tumour of soft tissue of head,0,"    ('SNOMED CT', '363439008', 'Malignant tumour of soft tissue of head', '0'),"
SNOMED CT,363440005,Malignant tumor of soft tissue of face,0,"    ('SNOMED CT', '363440005', 'Malignant tumor of soft tissue of face', '0'),"
SNOMED CT,363441009,Malignant tumour of soft tissue of neck,0,"    ('SNOMED CT', '363441009', 'Malignant tumour of soft tissue of neck', '0'),"
SNOMED CT,363443007,Malignant tumour of ovary,0,"    ('SNOMED CT', '363443007', 'Malignant tumour of ovary', '0'),"
SNOMED CT,363444001,Malignant tumor of fallopian tube,0,"    ('SNOMED CT', '363444001', 'Malignant tumor of fallopian tube', '0'),"
SNOMED CT,363445000,Malignant tumour of vagina,0,"    ('SNOMED CT', '363445000', 'Malignant tumour of vagina', '0'),"
SNOMED CT,363446004,Malignant neoplasm of labia majora,0,"    ('SNOMED CT', '363446004', 'Malignant neoplasm of labia majora', '0'),"
SNOMED CT,363447008,Malignant neoplasm of labia minora,0,"    ('SNOMED CT', '363447008', 'Malignant neoplasm of labia minora', '0'),"
SNOMED CT,363449006,Malignant tumour of testis,0,"    ('SNOMED CT', '363449006', 'Malignant tumour of testis', '0'),"
SNOMED CT,363451005,Malignant tumour of glans penis,0,"    ('SNOMED CT', '363451005', 'Malignant tumour of glans penis', '0'),"
SNOMED CT,363452003,Malignant tumor of epididymis,0,"    ('SNOMED CT', '363452003', 'Malignant tumor of epididymis', '0'),"
SNOMED CT,363453008,Malignant tumour of spermatic cord,0,"    ('SNOMED CT', '363453008', 'Malignant tumour of spermatic cord', '0'),"
SNOMED CT,363454002,Malignant tumor of scrotum,0,"    ('SNOMED CT', '363454002', 'Malignant tumor of scrotum', '0'),"
SNOMED CT,363456000,Malignant tumor of urachus,0,"    ('SNOMED CT', '363456000', 'Malignant tumor of urachus', '0'),"
SNOMED CT,363457009,Malignant tumour of renal pelvis,0,"    ('SNOMED CT', '363457009', 'Malignant tumour of renal pelvis', '0'),"
SNOMED CT,363458004,Malignant tumor of ureter,0,"    ('SNOMED CT', '363458004', 'Malignant tumor of ureter', '0'),"
SNOMED CT,363459007,Malignant tumour of urethra,0,"    ('SNOMED CT', '363459007', 'Malignant tumour of urethra', '0'),"
SNOMED CT,363460002,Malignant tumor of paraurethral gland,0,"    ('SNOMED CT', '363460002', 'Malignant tumor of paraurethral gland', '0'),"
SNOMED CT,363461003,Malignant tumour of eye,0,"    ('SNOMED CT', '363461003', 'Malignant tumour of eye', '0'),"
SNOMED CT,363462005,Malignant tumor of orbit,0,"    ('SNOMED CT', '363462005', 'Malignant tumor of orbit', '0'),"
SNOMED CT,363463000,Malignant tumour of conjunctiva,0,"    ('SNOMED CT', '363463000', 'Malignant tumour of conjunctiva', '0'),"
SNOMED CT,363464006,Malignant tumor of cornea,0,"    ('SNOMED CT', '363464006', 'Malignant tumor of cornea', '0'),"
SNOMED CT,363465007,Malignant tumour of retina,0,"    ('SNOMED CT', '363465007', 'Malignant tumour of retina', '0'),"
SNOMED CT,363466008,Malignant tumor of choroid,0,"    ('SNOMED CT', '363466008', 'Malignant tumor of choroid', '0'),"
SNOMED CT,363467004,Malignant neoplasm of frontal lobe,0,"    ('SNOMED CT', '363467004', 'Malignant neoplasm of frontal lobe', '0'),"
SNOMED CT,363468009,Malignant neoplasm of temporal lobe,0,"    ('SNOMED CT', '363468009', 'Malignant neoplasm of temporal lobe', '0'),"
SNOMED CT,363469001,Malignant neoplasm of parietal lobe,0,"    ('SNOMED CT', '363469001', 'Malignant neoplasm of parietal lobe', '0'),"
SNOMED CT,363470000,Malignant neoplasm of occipital lobe,0,"    ('SNOMED CT', '363470000', 'Malignant neoplasm of occipital lobe', '0'),"
SNOMED CT,363471001,Malignant neoplasm of cerebral ventricles,0,"    ('SNOMED CT', '363471001', 'Malignant neoplasm of cerebral ventricles', '0'),"
SNOMED CT,363473003,Malignant neoplasm of brainstem,0,"    ('SNOMED CT', '363473003', 'Malignant neoplasm of brainstem', '0'),"
SNOMED CT,363474009,Malignant neoplasm of cerebral meninges,0,"    ('SNOMED CT', '363474009', 'Malignant neoplasm of cerebral meninges', '0'),"
SNOMED CT,363475005,Malignant tumour of spinal cord,0,"    ('SNOMED CT', '363475005', 'Malignant tumour of spinal cord', '0'),"
SNOMED CT,363476006,Malignant neoplasm of spinal meninges,0,"    ('SNOMED CT', '363476006', 'Malignant neoplasm of spinal meninges', '0'),"
SNOMED CT,363477002,Malignant neoplasm of cauda equina,0,"    ('SNOMED CT', '363477002', 'Malignant neoplasm of cauda equina', '0'),"
SNOMED CT,363478007,Malignant tumor of thyroid gland,0,"    ('SNOMED CT', '363478007', 'Malignant tumor of thyroid gland', '0'),"
SNOMED CT,363481002,Malignant tumour of parathyroid gland,0,"    ('SNOMED CT', '363481002', 'Malignant tumour of parathyroid gland', '0'),"
SNOMED CT,363482009,Malignant tumor of pituitary gland,0,"    ('SNOMED CT', '363482009', 'Malignant tumor of pituitary gland', '0'),"
SNOMED CT,363483004,Malignant tumour of pineal gland,0,"    ('SNOMED CT', '363483004', 'Malignant tumour of pineal gland', '0'),"
SNOMED CT,363484005,Malignant tumor of pelvis,0,"    ('SNOMED CT', '363484005', 'Malignant tumor of pelvis', '0'),"
SNOMED CT,363485006,Malignant tumor of minor salivary gland (disorder),0,"    ('SNOMED CT', '363485006', 'Malignant tumor of minor salivary gland (disorder)', '0'),"
SNOMED CT,363486007,Malignant tumor of vocal cord (disorder),0,"    ('SNOMED CT', '363486007', 'Malignant tumor of vocal cord (disorder)', '0'),"
SNOMED CT,363487003,Malignant tumor of aryepiglottic fold - laryngeal aspect (disorder),0,"    ('SNOMED CT', '363487003', 'Malignant tumor of aryepiglottic fold - laryngeal aspect (disorder)', '0'),"
SNOMED CT,363488008,Malignant tumor of false cord (disorder),0,"    ('SNOMED CT', '363488008', 'Malignant tumor of false cord (disorder)', '0'),"
SNOMED CT,363489000,Malignant tumour of neck,0,"    ('SNOMED CT', '363489000', 'Malignant tumour of neck', '0'),"
SNOMED CT,363490009,Malignant tumor of anus,0,"    ('SNOMED CT', '363490009', 'Malignant tumor of anus', '0'),"
SNOMED CT,363491008,Malignant tumour of cloacogenic zone,0,"    ('SNOMED CT', '363491008', 'Malignant tumour of cloacogenic zone', '0'),"
SNOMED CT,363492001,Malignant tumor of peritoneum,0,"    ('SNOMED CT', '363492001', 'Malignant tumor of peritoneum', '0'),"
SNOMED CT,363493006,Malignant tumor of bronchus (disorder),0,"    ('SNOMED CT', '363493006', 'Malignant tumor of bronchus (disorder)', '0'),"
SNOMED CT,363494000,Malignant tumor of mediastinum,0,"    ('SNOMED CT', '363494000', 'Malignant tumor of mediastinum', '0'),"
SNOMED CT,363495004,Malignant tumor of muscle (disorder),0,"    ('SNOMED CT', '363495004', 'Malignant tumor of muscle (disorder)', '0'),"
SNOMED CT,363496003,Malignant tumor of soft tissue of abdomen (disorder),0,"    ('SNOMED CT', '363496003', 'Malignant tumor of soft tissue of abdomen (disorder)', '0'),"
SNOMED CT,363497007,Malignant tumour of meninges,0,"    ('SNOMED CT', '363497007', 'Malignant tumour of meninges', '0'),"
SNOMED CT,363498002,Malignant tumor of optic nerve,0,"    ('SNOMED CT', '363498002', 'Malignant tumor of optic nerve', '0'),"
SNOMED CT,363499005,Malignant tumour of spleen,0,"    ('SNOMED CT', '363499005', 'Malignant tumour of spleen', '0'),"
SNOMED CT,363500001,Multiple malignancy (disorder),0,"    ('SNOMED CT', '363500001', 'Multiple malignancy (disorder)', '0'),"
SNOMED CT,363501002,Malignant tumor of face,0,"    ('SNOMED CT', '363501002', 'Malignant tumor of face', '0'),"
SNOMED CT,363502009,Malignant tumour of axilla,0,"    ('SNOMED CT', '363502009', 'Malignant tumour of axilla', '0'),"
SNOMED CT,363503004,Malignant tumor of upper limb,0,"    ('SNOMED CT', '363503004', 'Malignant tumor of upper limb', '0'),"
SNOMED CT,363504005,Malignant tumour of lower limb,0,"    ('SNOMED CT', '363504005', 'Malignant tumour of lower limb', '0'),"
SNOMED CT,363505006,Malignant tumor of oral cavity,0,"    ('SNOMED CT', '363505006', 'Malignant tumor of oral cavity', '0'),"
SNOMED CT,363506007,Malignant tumour of nasal sinuses,0,"    ('SNOMED CT', '363506007', 'Malignant tumour of nasal sinuses', '0'),"
SNOMED CT,363507003,Malignant tumor of pharynx,0,"    ('SNOMED CT', '363507003', 'Malignant tumor of pharynx', '0'),"
SNOMED CT,363508008,Malignant tumour of intestine,0,"    ('SNOMED CT', '363508008', 'Malignant tumour of intestine', '0'),"
SNOMED CT,363509000,Malignant tumor of small intestine,0,"    ('SNOMED CT', '363509000', 'Malignant tumor of small intestine', '0'),"
SNOMED CT,363510005,Malignant tumor of large intestine (disorder),0,"    ('SNOMED CT', '363510005', 'Malignant tumor of large intestine (disorder)', '0'),"
SNOMED CT,363514001,Malignant tumour of female genital organ,0,"    ('SNOMED CT', '363514001', 'Malignant tumour of female genital organ', '0'),"
SNOMED CT,363515000,Malignant tumor of male genital organ,0,"    ('SNOMED CT', '363515000', 'Malignant tumor of male genital organ', '0'),"
SNOMED CT,363516004,Malignant tumour of penis,0,"    ('SNOMED CT', '363516004', 'Malignant tumour of penis', '0'),"
SNOMED CT,363517008,Malignant tumor of urinary tract proper (disorder),0,"    ('SNOMED CT', '363517008', 'Malignant tumor of urinary tract proper (disorder)', '0'),"
SNOMED CT,363518003,Malignant tumour of kidney,0,"    ('SNOMED CT', '363518003', 'Malignant tumour of kidney', '0'),"
SNOMED CT,367336001,Chemotherapy (procedure),0,"    ('SNOMED CT', '367336001', 'Chemotherapy (procedure)', '0'),"
SNOMED CT,370967009,Retinoblastoma (disorder),0,"    ('SNOMED CT', '370967009', 'Retinoblastoma (disorder)', '0'),"
SNOMED CT,371964008,Malignant neoplasm of adrenal cortex (disorder),0,"    ('SNOMED CT', '371964008', 'Malignant neoplasm of adrenal cortex (disorder)', '0'),"
SNOMED CT,371965009,Malignant neoplasm of adrenal medulla (disorder),0,"    ('SNOMED CT', '371965009', 'Malignant neoplasm of adrenal medulla (disorder)', '0'),"
SNOMED CT,371967001,Primary malignant neoplasm of ampulla of Vater (disorder),0,"    ('SNOMED CT', '371967001', 'Primary malignant neoplasm of ampulla of Vater (disorder)', '0'),"
SNOMED CT,371972005,Malignant neoplasm of body of uterus (disorder),0,"    ('SNOMED CT', '371972005', 'Malignant neoplasm of body of uterus (disorder)', '0'),"
SNOMED CT,371973000,Malignant neoplasm of uterus (disorder),0,"    ('SNOMED CT', '371973000', 'Malignant neoplasm of uterus (disorder)', '0'),"
SNOMED CT,371974006,Malignant neoplasm of border of tongue (disorder),0,"    ('SNOMED CT', '371974006', 'Malignant neoplasm of border of tongue (disorder)', '0'),"
SNOMED CT,371977004,Primary malignant neoplasm of cecum (disorder),0,"    ('SNOMED CT', '371977004', 'Primary malignant neoplasm of cecum (disorder)', '0'),"
SNOMED CT,371979001,Malignant neoplasm of clitoris (disorder),0,"    ('SNOMED CT', '371979001', 'Malignant neoplasm of clitoris (disorder)', '0'),"
SNOMED CT,371982006,Malignant neoplasm of endocrine gland (disorder),0,"    ('SNOMED CT', '371982006', 'Malignant neoplasm of endocrine gland (disorder)', '0'),"
SNOMED CT,371984007,Primary malignant neoplasm of esophagus (disorder),0,"    ('SNOMED CT', '371984007', 'Primary malignant neoplasm of esophagus (disorder)', '0'),"
SNOMED CT,372001002,Primary malignant neoplasm of oral cavity (disorder),0,"    ('SNOMED CT', '372001002', 'Primary malignant neoplasm of oral cavity (disorder)', '0'),"
SNOMED CT,372003004,Primary malignant neoplasm of pancreas (disorder),0,"    ('SNOMED CT', '372003004', 'Primary malignant neoplasm of pancreas (disorder)', '0'),"
SNOMED CT,372004005,Primary malignant neoplasm of parotid gland (disorder),0,"    ('SNOMED CT', '372004005', 'Primary malignant neoplasm of parotid gland (disorder)', '0'),"
SNOMED CT,372005006,Primary malignant neoplasm of penis (disorder),0,"    ('SNOMED CT', '372005006', 'Primary malignant neoplasm of penis (disorder)', '0'),"
SNOMED CT,372011009,Malignant tumor of soft tissue of upper limb (disorder),0,"    ('SNOMED CT', '372011009', 'Malignant tumor of soft tissue of upper limb (disorder)', '0'),"
SNOMED CT,372014001,Primary malignant neoplasm of stomach (disorder),0,"    ('SNOMED CT', '372014001', 'Primary malignant neoplasm of stomach (disorder)', '0'),"
SNOMED CT,372016004,Primary malignant neoplasm of the peritoneum (disorder),0,"    ('SNOMED CT', '372016004', 'Primary malignant neoplasm of the peritoneum (disorder)', '0'),"
SNOMED CT,372020000,Primary malignant neoplasm of tonsil (disorder),0,"    ('SNOMED CT', '372020000', 'Primary malignant neoplasm of tonsil (disorder)', '0'),"
SNOMED CT,372023003,Primary malignant neoplasm of upper third of esophagus (disorder),0,"    ('SNOMED CT', '372023003', 'Primary malignant neoplasm of upper third of esophagus (disorder)', '0'),"
SNOMED CT,372030009,Primary malignant neoplasm of vocal cord (disorder),0,"    ('SNOMED CT', '372030009', 'Primary malignant neoplasm of vocal cord (disorder)', '0'),"
SNOMED CT,372062007,Malignant neoplasm of central nervous system (disorder),0,"    ('SNOMED CT', '372062007', 'Malignant neoplasm of central nervous system (disorder)', '0'),"
SNOMED CT,372063002,Malignant neoplasm of nervous system (disorder),0,"    ('SNOMED CT', '372063002', 'Malignant neoplasm of nervous system (disorder)', '0'),"
SNOMED CT,372064008,Malignant neoplasm of female breast (disorder),0,"    ('SNOMED CT', '372064008', 'Malignant neoplasm of female breast (disorder)', '0'),"
SNOMED CT,372065009,Malignant neoplasm of main bronchus (disorder),0,"    ('SNOMED CT', '372065009', 'Malignant neoplasm of main bronchus (disorder)', '0'),"
SNOMED CT,372087000,Primary malignant neoplasm (disorder),0,"    ('SNOMED CT', '372087000', 'Primary malignant neoplasm (disorder)', '0'),"
SNOMED CT,372094002,Malignant neoplasm of axillary tail of breast (disorder),0,"    ('SNOMED CT', '372094002', 'Malignant neoplasm of axillary tail of breast (disorder)', '0'),"
